ID_TRX;Fecha;ID_Cliente;Monto
32645;17/1/2022;1271062016;60
33384;17/1/2022;1212669010;81,16
34626;17/1/2022;7231150017;13,82
34954;17/1/2022;55102014;40
35729;17/1/2022;2252513019;51,01
36209;17/1/2022;2307048011;46,7
39257;17/1/2022;7193904013;30
41843;17/1/2022;7055082015;51,9
42122;17/1/2022;73113027;68,01
2202;18/1/2022;2224627012;50
2495;18/1/2022;1244437014;59,32
10146;18/1/2022;1325897013;45,76
13475;18/1/2022;7099715018;43,2
14852;18/1/2022;1028038012;50
17606;18/1/2022;3775553021;20
20576;18/1/2022;7028392012;30
22326;18/1/2022;2112777010;39,01
24236;18/1/2022;3855571018;69,01
24460;18/1/2022;75353019;66,1
33398;18/1/2022;1275582019;44,2
33724;18/1/2022;2280298013;57,08
33926;18/1/2022;1012453011;65,15
35778;18/1/2022;3374707036;15,03
42897;18/1/2022;3374707036;4
43263;18/1/2022;2051930018;50
2328;19/1/2022;1700752023;40
5810;19/1/2022;1409442025;76
6926;19/1/2022;1100953013;30
9058;19/1/2022;1155198019;60
9963;19/1/2022;1440694030;78,32
11154;19/1/2022;7192411010;11,56
15419;19/1/2022;1342366026;42
18866;19/1/2022;70613011;50,01
22206;19/1/2022;45431010;77,37
22879;19/1/2022;3673740027;40
33955;19/1/2022;1119733036;40
35423;19/1/2022;3504988019;70
39041;19/1/2022;21616014;40,14
40726;19/1/2022;1067156030;20
813;20/1/2022;1411689035;35,8
1652;20/1/2022;1156857019;81
3377;20/1/2022;2051095010;30
5779;20/1/2022;1255818104;82,37
7535;20/1/2022;2323813018;41,35
8175;20/1/2022;1084196019;47
8699;20/1/2022;2348938014;67,61
9944;20/1/2022;3718285012;66,01
10676;20/1/2022;3513367023;30
10865;20/1/2022;1430424018;10
10871;20/1/2022;7039213017;62,03
12588;20/1/2022;44174017;74,23
13372;20/1/2022;2331059018;48,03
16430;20/1/2022;1287776013;105
18529;20/1/2022;7183170021;55,88
19611;20/1/2022;7203523019;64,45
19637;20/1/2022;3671255010;30
22483;20/1/2022;1177126022;50
25675;20/1/2022;1008104016;50
27279;20/1/2022;2104521012;69,8
31934;20/1/2022;1255418028;53,8
32337;20/1/2022;1051879037;52,8
34155;20/1/2022;7047134015;69
34253;20/1/2022;2344755024;50
34522;20/1/2022;3681930024;48
35021;20/1/2022;2194211011;40
36239;20/1/2022;20121024;40
36774;20/1/2022;2151475013;50
37632;20/1/2022;7065407012;66,6
39745;20/1/2022;1396205021;74
40045;20/1/2022;3704576010;71
42425;20/1/2022;1167373014;48,6
518;21/1/2022;2343071019;71
4000;21/1/2022;3671255010;25
6512;21/1/2022;3883052015;20
7980;21/1/2022;7225941017;65,6
8992;21/1/2022;1176877023;48,6
10640;21/1/2022;3388108122;40
11338;21/1/2022;68422029;31
17007;21/1/2022;1298759016;48
17651;21/1/2022;3730409038;80,94
21111;21/1/2022;2252513019;45
22644;21/1/2022;44081014;40,05
24259;21/1/2022;9530640062;25,84
25715;21/1/2022;3534208024;84,85
26365;21/1/2022;2056325016;30
26594;21/1/2022;1289119024;30
27338;21/1/2022;63288037;20
28708;21/1/2022;3396426045;66,51
29486;21/1/2022;40596015;71,8
29931;21/1/2022;2332826019;80,94
31683;21/1/2022;1344069057;74
34571;21/1/2022;1197862020;70,02
36030;21/1/2022;2319600015;30
36938;21/1/2022;1156662013;46,9
38577;21/1/2022;1309151015;21,6
39889;21/1/2022;7166896014;40
41717;21/1/2022;3947491019;30
41833;21/1/2022;78300017;60,02
42460;21/1/2022;3854620014;45,22
1030;22/1/2022;1354568014;60
5392;22/1/2022;1320319039;87,6
6501;22/1/2022;1421483015;66,15
6959;22/1/2022;1413764018;80,82
9032;22/1/2022;1226862025;50
11592;22/1/2022;1004147060;72
13932;22/1/2022;14807018;43,8
16022;22/1/2022;2562021;49,37
16963;22/1/2022;54233018;62,7
19145;22/1/2022;7207514022;55,5
19638;22/1/2022;3983945027;55,17
22200;22/1/2022;1110633019;40
22470;22/1/2022;3690829019;79
25012;22/1/2022;10253019;35,87
25525;22/1/2022;3560986014;70,61
27368;22/1/2022;1396205021;87,01
32164;22/1/2022;7055082015;49,02
33022;22/1/2022;2166898019;40
33484;22/1/2022;1176059026;40
42141;22/1/2022;2282040017;25,78
827;23/1/2022;7193456014;43,67
5582;23/1/2022;3770615015;42
5657;23/1/2022;44081014;55,36
5740;23/1/2022;1167561014;40
6178;23/1/2022;1152040016;25,91
6370;23/1/2022;3555478035;50,02
8777;23/1/2022;1123039014;52
9661;23/1/2022;7201701013;50
9788;23/1/2022;3106778032;69,46
14570;23/1/2022;1098018029;30,03
15061;23/1/2022;1341149027;31,1
16111;23/1/2022;3489798029;64
24571;23/1/2022;3890935012;90
24613;23/1/2022;2315621023;52,45
25005;23/1/2022;3592563013;57
26329;23/1/2022;7236659012;39,16
27863;23/1/2022;7215335022;40
31725;23/1/2022;1698743034;68,82
32836;23/1/2022;1435209059;40
35798;23/1/2022;2186234013;64,6
37095;23/1/2022;2067605018;97,6
38202;23/1/2022;60809025;40
39104;23/1/2022;3228522037;68,01
40199;23/1/2022;1123244010;25,01
175;24/1/2022;3972137024;50
1710;24/1/2022;1289301034;37,01
3088;24/1/2022;2323813018;66,01
4310;24/1/2022;1232248019;60,37
5007;24/1/2022;1030073015;40
5905;24/1/2022;20811046;69,08
8870;24/1/2022;7101279037;59,01
11078;24/1/2022;2330321013;50
13007;24/1/2022;7124107025;50
14101;24/1/2022;20719017;12,57
14667;24/1/2022;3851288013;50,01
15046;24/1/2022;9514720021;77
15358;24/1/2022;2194211011;40
15359;24/1/2022;3618552024;25,78
16644;24/1/2022;1425630033;72
16727;24/1/2022;1287931014;84,25
18003;24/1/2022;1308961026;40
18670;24/1/2022;2007773017;44,85
19320;24/1/2022;1401276017;43,54
25452;24/1/2022;7040731015;36,07
25582;24/1/2022;2324418015;63,16
27238;24/1/2022;1737873016;42
27905;24/1/2022;1288334012;72,3
29185;24/1/2022;2190404016;40
31925;24/1/2022;1072296029;65,89
32964;24/1/2022;3392286047;54,24
34344;24/1/2022;9612290026;44,83
36828;24/1/2022;3854620014;67,9
40997;24/1/2022;1255418028;49,01
2858;25/1/2022;1091969028;50
4436;25/1/2022;7192411010;15,33
9516;25/1/2022;7203523019;64,45
11960;25/1/2022;1395391038;59
13833;25/1/2022;1055503011;72,98
14488;25/1/2022;7187741025;40
14668;25/1/2022;1265407021;40
15083;25/1/2022;1082011012;42,01
15369;25/1/2022;7186896010;60,09
16783;25/1/2022;1028038012;50
18927;25/1/2022;3907082014;67,01
20824;25/1/2022;3157802012;30
23699;25/1/2022;2014029015;64
23841;25/1/2022;47970015;61
27069;25/1/2022;3173309042;50
38175;25/1/2022;3775553021;20
39040;25/1/2022;7055082015;41,02
41794;25/1/2022;43727021;48,39
42328;25/1/2022;2166898019;40
42606;25/1/2022;2185943028;59,01
1586;26/1/2022;1068882014;41,02
12346;26/1/2022;9584830023;30
16637;26/1/2022;1333427027;50
26464;26/1/2022;4119945048;43,03
38795;26/1/2022;7192411010;14,5
66;27/1/2022;1167373014;67,95
1953;27/1/2022;7193911026;40
2496;27/1/2022;1145515017;40
3699;27/1/2022;71935025;52,8
7344;27/1/2022;3681930024;60
10033;27/1/2022;62351018;65,49
12756;27/1/2022;78300017;15,86
21607;27/1/2022;7047134015;70,5
23383;27/1/2022;1167561014;51,61
25197;27/1/2022;3367685017;57,16
26761;27/1/2022;55102014;40
27047;27/1/2022;3704576010;48
31957;27/1/2022;73113027;49,5
35883;27/1/2022;10253019;35,3
36590;27/1/2022;3767785037;68,6
38719;27/1/2022;2323813018;53
39577;27/1/2022;1177126022;50
41493;27/1/2022;2205781010;54,36
42559;27/1/2022;1224163010;65,01
43079;27/1/2022;7099715018;40
3167;28/1/2022;1167561014;60
4631;28/1/2022;1379705013;52,95
4694;28/1/2022;71435018;58,01
6722;28/1/2022;7215335022;40
9870;28/1/2022;1176877023;54
10104;28/1/2022;7033525028;79,33
11188;28/1/2022;3746135031;50
13080;28/1/2022;3225990021;50
14949;28/1/2022;2067605018;30
15860;28/1/2022;55102014;40
16840;28/1/2022;81769018;30
17905;28/1/2022;49012022;56,6
17953;28/1/2022;3225990021;10,2
20219;28/1/2022;2023452018;42,16
21203;28/1/2022;1014368011;40
22081;28/1/2022;2162322014;45
22264;28/1/2022;7166896014;20
22368;28/1/2022;1413764018;50
26575;28/1/2022;3515209017;48,97
30909;28/1/2022;3755690017;30
31300;28/1/2022;71946014;50
33157;28/1/2022;1008104016;50
33781;28/1/2022;3507150021;40
37765;28/1/2022;7047134015;63,03
38001;28/1/2022;2224627012;40
41607;28/1/2022;7055082015;37,01
558;29/1/2022;2057826012;40
1936;29/1/2022;7101334014;18,6
4891;29/1/2022;2194211011;45,2
6559;29/1/2022;9530640062;40,6
8226;29/1/2022;60809025;41,85
10749;29/1/2022;1255418028;60
18137;29/1/2022;3671255010;25
19408;29/1/2022;1117745014;40
24209;29/1/2022;3856138015;71,51
24362;29/1/2022;2336779016;38
26017;29/1/2022;1312695024;10
27505;29/1/2022;7232324017;67,67
28895;29/1/2022;1239318013;52,9
33617;29/1/2022;1156857019;80
34211;29/1/2022;2203305010;74
34269;29/1/2022;1075285011;45,5
36117;29/1/2022;1117610010;58,01
697;30/1/2022;3413689013;42,41
839;30/1/2022;3771410010;50,66
1016;30/1/2022;3174131023;45
6017;30/1/2022;1016378032;57,8
10263;30/1/2022;23818014;62
13401;30/1/2022;79211015;71
14151;30/1/2022;62351018;66,08
15143;30/1/2022;1396822015;47,02
15448;30/1/2022;1157898020;69
15823;30/1/2022;3504988019;40
19852;30/1/2022;1398523017;61,12
19933;30/1/2022;3573586017;26,94
22473;30/1/2022;2323813018;52
22964;30/1/2022;3220838027;56,36
23397;30/1/2022;1339270025;14,51
24225;30/1/2022;20719017;10,84
24782;30/1/2022;1354568014;50
27592;30/1/2022;1700752023;40
28652;30/1/2022;1411689035;60
29653;30/1/2022;1044285019;55,09
30154;30/1/2022;7098554020;54,9
31533;30/1/2022;2229745017;36,53
31801;30/1/2022;1158516027;60
34083;30/1/2022;2117931018;70,41
35632;30/1/2022;3394116036;20
35931;30/1/2022;1416444030;50,71
37313;30/1/2022;2562021;79,58
43316;30/1/2022;36202016;60
3010;31/1/2022;1263567016;84
3663;31/1/2022;1437474016;40
7192;31/1/2022;7207514022;59,01
7283;31/1/2022;7203523019;64,15
8262;31/1/2022;24425033;76,8
8354;31/1/2022;3883052015;20
9396;31/1/2022;3533864033;30
10059;31/1/2022;7210718016;49,9
15316;31/1/2022;45545017;18
15911;31/1/2022;2317254013;40
16719;31/1/2022;1167561014;39,4
16978;31/1/2022;3618552024;25,78
18383;31/1/2022;3555478035;61
22167;31/1/2022;2166898019;60
27154;31/1/2022;75353019;68,4
27781;31/1/2022;2270223013;71,69
28494;31/1/2022;1275582019;50
29758;31/1/2022;7055082015;35,04
30351;31/1/2022;3926635016;67,02
34968;31/1/2022;1232248019;34,61
35024;31/1/2022;1226862025;50
35860;31/1/2022;2281901011;40
36035;31/1/2022;3534826015;57,8
36610;31/1/2022;1152040016;50,19
40754;31/1/2022;2291153017;93,79
41252;31/1/2022;3555478035;13,83
1058;1/2/2022;2086060013;50,01
3150;1/2/2022;2067605018;91,6
4384;1/2/2022;2332826019;83,64
9470;1/2/2022;12225023;56,28
9675;1/2/2022;3644518015;61,02
12850;1/2/2022;9568170032;34,99
16567;1/2/2022;1152040016;21,63
18542;1/2/2022;3755690017;62
19469;1/2/2022;9568170032;40
19608;1/2/2022;1055503011;59,87
20863;1/2/2022;3603736012;45
22009;1/2/2022;67781011;50
22799;1/2/2022;2328454016;58,25
23357;1/2/2022;2007529021;70
24410;1/2/2022;1098018029;57,09
26388;1/2/2022;9584830023;30
40065;1/2/2022;1415278041;60,02
40372;1/2/2022;3483915017;60,82
1436;2/2/2022;1251716011;30
5135;2/2/2022;1075285011;19,36
5656;2/2/2022;3592563013;60
7362;2/2/2022;20811046;48,83
10863;2/2/2022;3513367023;30
11589;2/2/2022;7206967015;40
13006;2/2/2022;7187741025;40
13113;2/2/2022;75000016;63,01
16610;2/2/2022;3618552016;25,78
17806;2/2/2022;1240808020;42,07
24634;2/2/2022;3994922015;65,02
26119;2/2/2022;2226505018;40
26172;2/2/2022;9910017;57
27682;2/2/2022;1152040016;21,4
27999;2/2/2022;2056325016;40
29151;2/2/2022;2326731019;20
39472;2/2/2022;3704576010;52
43132;2/2/2022;19742053;73,31
1764;3/2/2022;24839027;33,8
4894;3/2/2022;3947491019;30
7119;3/2/2022;3788982019;40
9525;3/2/2022;21616014;50,69
11212;3/2/2022;3560986014;68,8
12766;3/2/2022;1167373014;50,81
14405;3/2/2022;3704576010;96
15043;3/2/2022;7164870011;51
15538;3/2/2022;7055082015;54,01
19874;3/2/2022;1437474016;40
20675;3/2/2022;2205781010;54,36
20969;3/2/2022;1395381013;54,36
21263;3/2/2022;1255818104;79,6
21969;3/2/2022;20121024;50
22112;3/2/2022;2316429012;20
23611;3/2/2022;71935025;59
24468;3/2/2022;1177126022;50
25002;3/2/2022;6680035;73,36
25075;3/2/2022;14807018;53,6
25268;3/2/2022;20121016;30
26877;3/2/2022;3746135031;50
27111;3/2/2022;1206177012;46,3
27123;3/2/2022;3618552016;51,96
28123;3/2/2022;2252513019;69
29881;3/2/2022;3609778018;60
30639;3/2/2022;2344755024;70,2
30816;3/2/2022;3106778032;69,05
30974;3/2/2022;7223750014;82,77
35120;3/2/2022;1145515017;40
38404;3/2/2022;2006118016;40
39813;3/2/2022;68422029;40
40240;3/2/2022;2323813018;57
40569;3/2/2022;2000148019;200
5915;4/2/2022;3396426045;68,8
6452;4/2/2022;1255418028;74
7027;4/2/2022;1265407021;40
7744;4/2/2022;1189895010;44,71
9885;4/2/2022;2057826012;40
10395;4/2/2022;7040731015;49,7
10798;4/2/2022;7193865016;37,51
15195;4/2/2022;1119733036;50
15602;4/2/2022;2112777010;37,4
17231;4/2/2022;1440694055;84,8
19104;4/2/2022;1091969028;50
19251;4/2/2022;7065407012;63,7
19646;4/2/2022;3658293034;30
19995;4/2/2022;2051095010;40
23226;4/2/2022;2190404016;30
23731;4/2/2022;40596015;80,21
23978;4/2/2022;3388108122;40
26497;4/2/2022;3197932019;36,67
27813;4/2/2022;3639589039;59,6
32509;4/2/2022;1156857019;80
32532;4/2/2022;3673740027;40
32674;4/2/2022;2162322014;57
35172;4/2/2022;1176877023;51
38286;4/2/2022;2151475013;40
1004;5/2/2022;9568170032;40
1533;5/2/2022;3532371014;56,02
2780;5/2/2022;1396822015;42,1
3440;5/2/2022;20719017;11,4
4498;5/2/2022;3775768017;70
8450;5/2/2022;2224627012;40
9756;5/2/2022;2340414014;43,61
12047;5/2/2022;3854620014;47,1
12828;5/2/2022;2343071019;84,6
15779;5/2/2022;7167066039;68,56
16280;5/2/2022;7065189024;70
17150;5/2/2022;2166898019;60
17446;5/2/2022;1437474016;40
21234;5/2/2022;7099715018;41,6
22184;5/2/2022;3394116036;10
23297;5/2/2022;1425630025;45
23366;5/2/2022;1340622016;60
24377;5/2/2022;1203071010;40
24756;5/2/2022;41598028;71,01
25888;5/2/2022;2356503015;101,01
26444;5/2/2022;7163942027;60
26566;5/2/2022;49012022;40,01
27323;5/2/2022;1415340023;49
28132;5/2/2022;1136216013;72
28533;5/2/2022;55102014;40
29095;5/2/2022;1440694030;91,87
30174;5/2/2022;2216936025;18,24
30391;5/2/2022;1398546018;75,71
32983;5/2/2022;1396205021;70
34338;5/2/2022;2023452018;50
35326;5/2/2022;7184523020;72,8
35379;5/2/2022;2009093018;42,7
37222;5/2/2022;70613011;55
37960;5/2/2022;1289301034;55,6
40635;5/2/2022;2168310013;35,31
41744;5/2/2022;7213334019;150
267;6/2/2022;3504988019;40
968;6/2/2022;1082011012;31,54
3797;6/2/2022;2233085012;69,6
6372;6/2/2022;55102014;40
12824;6/2/2022;1167561014;40
14281;6/2/2022;1030073015;50
14695;6/2/2022;3507150021;40
15513;6/2/2022;3977600034;71,4
15526;6/2/2022;3671255010;20
19494;6/2/2022;2323813018;53
20714;6/2/2022;1425630033;57,16
23054;6/2/2022;73113027;50,01
23544;6/2/2022;3594309019;70,5
23824;6/2/2022;1415340049;55
29363;6/2/2022;1024739037;42,87
34476;6/2/2022;2305765012;40
35243;6/2/2022;2340772015;53
36093;6/2/2022;1382780029;94,05
38156;6/2/2022;4127111054;52,95
41325;6/2/2022;2202975011;62,01
42953;6/2/2022;3997320019;78,65
43041;6/2/2022;3704576010;94,8
590;7/2/2022;7055082015;60,3
975;7/2/2022;1411033036;40
2469;7/2/2022;1700752023;40
4912;7/2/2022;3854620014;51
7112;7/2/2022;3609778018;24,01
7348;7/2/2022;3909357018;35
10317;7/2/2022;2014029015;68,9
13048;7/2/2022;3426486019;40
16339;7/2/2022;2282040017;50,04
22481;7/2/2022;1084196019;48,9
22905;7/2/2022;1396205021;74,02
24043;7/2/2022;1312016023;46,95
24451;7/2/2022;7195756015;60,01
26753;7/2/2022;62351018;43
27916;7/2/2022;7203523019;64,95
28967;7/2/2022;3757493014;40,01
29078;7/2/2022;7225941017;63
29655;7/2/2022;35082021;30
